company,job-title,level,description,job-url,Label
Canonical,Product Marketing Manager - Security,Entry level,"Open Source has become the norm in enterprise and SAAS applications. Canonical has delivered secure open source to millions of users and enterprises. We're looking for a Product Marketing Manager who will be responsible for developing marketing strategy and go to market plans at a global level for our security and compliance portfolio.. This is a hands-on, multi-disciplinary and dynamic position, requiring close collaboration with the product and engineering teams, content team, sales teams, as well as other marketing functions… all in support of Canonical's growth.The ideal candidate is passionate about technology, technology marketing and the use of technology in marketing. They prefer to work in an environment that emphasises ownership of campaigns, collaboration, learning, curiosity and a drive to always improve oneself / the team / the organisation. They love to problem solve, get hands on, experiment, measure and use automation to make daily life easier.We value:Experience in a product marketing function for enterprise IT products (SaaS experience preferred)Passion for the cybersecurity industry and cybersecurity marketingThe discipline and creativity to build successful go-to-market strategiesPersonal engagement with users and customersExcellent verbal and written communication skills: strong content marketerExcellent academic results, with Bachelor's or equivalent in Business, Marketing, or STEMCommitment to continuous learning, feedback and improvementEngagement with the latest marketing and martech practices We expect members of the Canonical marketing team to be excellent communicators who are at ease working with a complex mix of engineers, product managers, sales representatives and executives. They should also be able to translate complex value propositions into simple messages and awareness journeys.Read more about the marketing team.What We OfferAn opportunity to work on an iconic IT product portfolioInfluence in the open source and DevSecOps communityAn inclusive work environmentLearning and developmentAnnual compensation reviewRecognition rewardsAnnual leavePriority Pass for travelCanonical is a growing international software company that works with the open-source community to deliver Ubuntu, the world's best free software platform. Our services help businesses worldwide reduce costs, improve efficiency and enhance security with Ubuntu.We are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better productsWhatever your identity we will give your application fair consideration.#SP",https://fi.linkedin.com/jobs/view/product-marketing-manager-security-at-canonical-3683897898,0
Canonical,"System Software Engineer - Rust compiler, tooling, and ecosystem",Entry level,"We are building a new team to focus on the Rust programming language and its ecosystem on Ubuntu. They will deliver the best possible Rust runtime, developer experience and supporting tooling in Ubuntu. We are keen to ensure that the cutting edge of modern programming languages innovation is available to Ubuntu users, to lay the foundation for future inventions and open source communities.This is an exciting opportunity for a software engineer passionate about open source software, Linux systems, software architectures and Rust programming language. Come build a rewarding, meaningful career working with the best and brightest people in technology at Canonical, a growing international software company and make Ubuntu the best operating system to develop and run Rust applications in the cloud, in datacenters, in containers, directly on the operating system, and anywhere Ubuntu can run.The Ubuntu Foundations Team delivers the core Ubuntu system, the base for the entire Ubuntu family of products and services. Ubuntu strives to deliver the latest-best free software components, in an easy to use and highly reliable form. We build on the technical excellence of Debian and bring additional focus and shape to the solutions we offer the industry.Part of the Ubuntu Foundations team, you will work on some of the most critical toolchains involved in the making of Ubuntu but also pillars of the modern software ecosystem. You will leverage your experience and passion in Rust to make Ubuntu the best platform to develop, distribute and consume software built with Rust. Applicants will be passionate about the future of Rust, of Ubuntu, mindful of the dynamics of the open-source ecosystem, and equally aware of the needs of large but innovative organizations. Applicants will drive best in class integration in Ubuntu from desktop to cloud in a secure, reliable, performing, efficient and future-proof fashion.You will be discussing design with other team members and mentor less senior engineers and participate in code reviews and design reviews. You will also be working with other teams to ensure architecture decisions improve the overall performance and experience of Ubuntu. Your role as part of the Ubuntu Foundations team will have an impact on every aspect of Ubuntu from Desktop, Server, Ubuntu Core and also cloud images.What you will doCollaborate proactively with a distributed teamSelect, integrate and package best-of-breed tooling with Ubuntu to improve developer and operator experience with RustWrite high-quality code to create new featuresDebug issues and produce high-quality code to fix themReview code produced by other engineersDiscuss ideas and collaborate on finding good solutionsWork from home with global travel 2 to 4 weeks a year for internal and external eventsWho you areYou love technology and working with brilliant peopleYou are passionate, curious, flexible, articulate, and accountableYou are a long-time Linux userYou have experience or are interested in learning how to package software for Debian and UbuntuYou have relevant Rust experience, ideally in the world of cloud-native software and LinuxYou have a Bachelors or equivalent in Computer Science, STEM or similar degreeYou value soft skills and are passionate, enterprising, thoughtful, and self-motivatedCanonical is a growing international software company that works with the open-source community to deliver Ubuntu, the world's best free software platform. Our services help businesses worldwide reduce costs, improve efficiency and enhance security with Ubuntu.We are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity we will give your application fair consideration.",https://fi.linkedin.com/jobs/view/system-software-engineer-rust-compiler-tooling-and-ecosystem-at-canonical-3687338340,0
Nigel Frank International,Test Automation Specialist,Entry level,"Join a leading and innovative software development company in Espoo and various other locations across Finland. The team is composed of dynamic professionals who are dedicated to creating cutting-edge solutions for clients. With products span across various industries, from finance to health-care, and they take immense pride in delivering quality software that exceeds expectations.Job Description:As a Test Automation Engineer, you will play a crucial role in our development process. You will collaborate with cross-functional teams to identify testing requirements, design automated test scenarios, and implement robust test frameworks. Your work will ensure that the client's products meet the highest quality standards for the users.Responsibilities: Develop, maintain, and execute automated test scripts to validate software functionality and performance. Identify test scenarios, create test plans, and contribute to the continuous improvement of the testing processes. Collaborate with developers, product managers, and quality assurance teams to ensure comprehensive test coverage. Participate in code reviews and actively contribute to improving software reliability. Investigate and troubleshoot issues, working closely with the development team to resolve defects.Requirements: Proven experience as a Test Automation Engineer or in a similar role. Fluency in Finnish and English. Proficiency in test automation tools and frameworks, such as Selenium, Cucumber, or similar. Strong programming skills in languages like Java, Python, or C#. Familiarity with version control systems (e.g., Git) and continuous integration/continuous deployment (CI/CD) pipelines. Solid understanding of software testing methodologies and best practices. Excellent problem-solving abilities and attention to detail. Good communication skills and a collaborative mindset.Perks and Benefits: Join a dynamic and diverse team of professionals who love what they do. Work on exciting and challenging projects in various industries. Professional growth and development opportunities. Competitive salary and comprehensive benefits package.If you are an enthusiastic Test Automation Engineer looking to take your career to new heights, we want to hear from you! Come be a part of our client's innovative team and contribute to building exceptional software products.Email: j.allen@nigelfrank.comPhone: +358 9 42452358",https://fi.linkedin.com/jobs/view/test-automation-specialist-at-nigel-frank-international-3709933014,1
Jefferson Frank,Java Developer with Angular - Helsinki,Entry level,"Job DescriptionWe are looking for a self-driven, energetic engineer into a unique opportunity in a Renewal project with big impact on the business. This is a full hands-on role.Skills And Requirements Junior 3 years + Angular & Java Senior 5+ Angular & JavaRole & Responsibilities Proven software architecture experience Ability to break down complex problems to implementable solutions. Willingness to work with and learn new technologies, e.g., functional programming. Previous experience is also a plus. Willingness to work in new ways in a truly Agile team with heavy emphasis on working and learning together (e.g. pair programming, mobbing and close cooperation with product team) Great interpersonal skills and ability to help colleaguesThis is a brief description of the role, for the full information, simply apply to the role and I will call you to discuss.Twitter: @_JeffersonFrankLinkedIn: https://www.linkedin.com/in/sarah-king-624956160/Email: s.king@jeffersonfrank.comPhone: +358 75 326 6584Please Note: This is a permanent role. This role is for Finnish residents only. This role does not offer Sponsorship. You must have the right to work in Finland with no restrictions. Some of our roles may be subject to successful background/security checks.If this wasn't exactly the role you were looking for, please apply to this role anyway, just highlight what you are looking for, apply with your CV with a brief overview of what you are looking for (The role, top 3 techs, location, salary).I will call you to discuss your skill-set further, there may be other roles I am working on that you may be suited for.I specialise in Mobile, Web and Cloud (AWS) recruitment here at Jefferson Frank International, focusing on the placement of highly-skilled candidates in various IT positions (Engineers, Analysts, Architects, Consultants, Project Managers, Management etc.).We are the only global recruitment agency dedicated solely to AWS technology. Jefferson Frank is the AWS recruitment agency of choice. Whether it's a contract, permanent or remote position, we find great people great jobs",https://fi.linkedin.com/jobs/view/java-developer-with-angular-helsinki-at-jefferson-frank-3675153195,1
Canonical,Embedded Linux Containers Software Engineer,Entry level,"Work on mission-critical Golang code, focused on software delivery, containers, security sandboxing, telemetry and device management, as a software engineer on our SnapD team.Snaps are next-generation software packaging and delivery for Linux. They are designed for safety, security and robustness, with application-specific confinement of containers optimised for IoT devices, desktops and servers. Our goal is that snaps work across multiple Linux flavors to ensure that publishers have the simplest way to reach the whole Linux world.This role requires an obsession with quality and performance, for work at the heart of the operating system. It also requires an interest in the software publishing and consumption experience. Applicants should be passionate about open source software development. We value collaboration, peer reviews, good unit/integration testing and maintainable code. General knowledge and experience with Golang and Linux as a developer platform is required.What you'll doCollaborate proactively with a distributed teamWrite high quality code to create new featuresDebug issues and produce high quality code to fix themReview code produced by other engineersDiscuss ideas and collaborate on finding good solutionsObsess over how to achieve robustness despite unexpected events like power outagesWork from home with global travel for up to two weeks, twice a yearWho you areYou love technology and working with brilliant peopleYou are curious, flexible, articulate, and accountableYou value soft skills, are thoughtful and self-motivatedYou have a Bachelor's or equivalent in Computer Science, STEM or similar degreeYou have professional software development experience using Go, Python, C, or C++You know Linux system-level fundamentals, e.g. cgroups, namespaces, apparmorCommitment to software testing, code reviews and maintainable codeAbout CanonicalCanonical is a growing, international software company that works with the open-source community to deliver Ubuntu. Our services help businesses worldwide to reduce costs, improve efficiency and enhance security with Ubuntu. Canonical is a unique tech company - global, remote-first, open source, with 700 professionals across 50 countries - we want to be the world's best, not biggest, global software company. With almost every team remote by default, Canonical sets the pace on the 21st-century digital workplace.Work from homeLearning and development allowancesCompetitive SalaryAnnual compensation reviewRecognition rewardsGenerous annual leavePaid maternity, paternity and sick leavePriority Pass for travelExposure to international business and technologyWe are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration.",https://fi.linkedin.com/jobs/view/embedded-linux-containers-software-engineer-at-canonical-3673074917,0
IQM Quantum Computers,"Quantum Engineer Coherence Metrology, Experiments",Entry level,"IQM is the European leader in superconducting quantum computers, headquartered in Espoo, Finland. We have grown to over 250 employees and have established subsidiaries in Germany, Spain, France, and Singapore. We build quantum computers for research laboratories and supercomputing centers. For industrial customers, we aim to deliver quantum advantage through our unique application-specific co-design approach.(www.meetiqm.com)We are looking for a Quantum Engineer in Coherence Metrology, Experiments to join our team in Espoo, Finland to support our mission to push the frontiers of scientific and technological progress.You will be a part of a team whose mission is to characterize and improve the coherence times of superconducting qubits. You will use an in-house developed software to perform standard qubit characterization and you will contribute to the development of new advanced protocols to identify and characterize noise mechanisms in superconducting qubits. As a coherence metrology engineer, you will work closely with the qubit design and fabrication teams to improve the performance of superconducting qubits.What will I be doing?Characterizing superconducting qubits and other test devicesInterpreting and reporting experimental resultsSharing expertise and knowledge with other teamsContributing to the development of coherence metrology software What skills do I need?A Ph.D. in experimental physics, electrical engineering, or a related technical discipline, or an equivalent level of education or experience, is required. Junior quantum engineers or technicians are also encouraged to apply.Minimum of 1-2 years of experience working with superconducting qubits or other relevant experienceBasic understanding of good software development practices, Python, and version control systemsGood oral and written communication abilities in English Would be advantageous if I have?Experience in noise or dissipation characterization of superconducting qubitsWhat I Can Expect From IQMAn excellent opportunity to collaborate on world-class R&D and cutting-edge technologyTraining and access to the state-of-the-art instrumentation and laboratoriesOpportunity to work with passionate teams on a critical missionMake a real impact on the future of quantum and become part of our success storyGrowth and progress in an international and fast growing startupMeet our people and hear more about IQM by visiting our Youtube channel hereWe'll proceed with the interviews immediately, so please submit your application soon.At IQM, you will get to work with highly talented people with the latest technology.You will also collaborate with global scientific communities and have freedom to truly change the world. We are strongly integrated into the European quantum efforts and our international team is connected to business leaders and high-tech companies around the globe.Let’s discover the next quantum breakthroughs together!",https://fi.linkedin.com/jobs/view/quantum-engineer-coherence-metrology-experiments-at-iqm-quantum-computers-3733159731,1
Nigel Frank International,"Full Stack Developer (.NET, Angular) - 4,500-6,000EUR/pm",Entry level,"Full Stack Developer - Permanent Hire - Product DevelopmentCompany information:My client is dedicated to leveraging cutting-edge technology to make a positive impact on the lives of Finnish citizens. Their mission is to create innovative solutions that enhance the wellbeing and quality of life for everyone in our community. As a leading player in the Finnish IT market, they are committed to driving change and fostering progress through their software solutions.Role and Responsibilities:As a Full Stack Developer you will play a pivotal role in developing, enhancing, and maintaining software applications that directly contribute to the wellbeing of Finnish citizens. Your responsibilities will include: Collaborating with cross-functional teams to design and implement high-quality software solutions. Utilizing your expertise in .NET and C# to build robust and scalable back-end systems that power our applications. Developing front-end components using Angular to create intuitive user interfaces that provide a seamless experience for our users. Participating in code reviews, ensuring code quality, best practices, and adherence to coding standards. Continuously improving and optimizing existing software to meet evolving user needs and technical requirements.Required experience: Finnish fluency. Proficiency in software development using .NET, C#, and Angular. Experience in designing and developing responsive user interfaces and interactive web applications. Strong understanding of front-end and back-end development principles. Familiarity with agile methodologies and collaborative development practices. Effective communication and teamwork skills.Reasons for applying: The opportunity to work on projects that directly influence the wellbeing of Finnish citizens. A collaborative and inclusive work environment that values creativity and innovation. Professional development opportunities to enhance your skills and stay up-to-date with the latest technologies. Flexibility in work arrangements to promote a healthy work-life balance. Flexible working model with 1-2 Helsinki office visits required per month. Earning potential of up to 6,000EUR.Any further questions before applying?Email: e.tsvang@nigelfrank.comCall: +358942452344",https://fi.linkedin.com/jobs/view/full-stack-developer-net-angular-4-500-6-000eur-pm-at-nigel-frank-international-3704520719,0
Canonical,Kernel Resilience Engineer - Canonical Ubuntu,Entry level,"Canonical is building a Kernel Resilience team to harden the Ubuntu kernel. This team will drive proactive efforts to exercise and stretch the stability, reliability, and security of the kernel. Kernel Resilience takes responsibility for the overall quality of the Linux kernel, through aggressive test frameworks and regimens, hardening the kernel against exploits and vulnerabilities, as well as building and maintaining a highly automated kernel build and test infrastructure. We have access to a very large array of hardware, and we would like to keep it busy!This is not a role for button pushers to monitor results! We will select candidates who make it their mission to crash or penetrate the kernel, and then drive the eventual resolution of discovered issues. You will be expected to raise the bar on industry best practices, to push the limits of possibility on proactive, gloves-off stress testing.The successful candidate will have experience covering some combination of Linux kernel development, quality assurance, security exploits, and back-end development. You may be a seasoned kernel developer looking for a new challenge in back-end automation. You may always have wanted to 'go deeper' into the kernel? Curiosity and a desire to 'poke it and see what happens' will be essential for this role.What your day will look likeWork with bleeding edge and early access systems and hardwareEnsure an ongoing commitment to industry-leading quality, reliability and security standardsProactively identify security and stability issues by devising ingenious new ways to break the Linux kernelContribute to the development of an advanced Linux kernel build serviceEngage with other teams at Canonical, the open source community and commercial partnersWork from home with global travel up to 20% for internal and external eventsWhat we are looking for in youInnovative out-of-the-box style thinker not afraid to break thingsSignificant programming experience in Python, with strong C skills highly regardedAbility to communicate effectively in English, both written and oralSomeone with high standards for overall quality, and not afraid to ensure they are metAt ease working in several different technical domains concurrentlySubstantial experience in Linux system configuration, customization, and deploymentSolid understanding Linux kernel internals and development principlesDeep knowledge of security as it relates to the Linux kernelProductive in a globally distributed team through self-discipline and self-motivation, delivering on timeContributed to an open source project in the pastUnderstanding of agile software development methodologiesWhat we offer youYour base pay will depend on various factors including your geographical location, level of experience, knowledge and skills. In addition to the benefits above, certain roles are also eligible for additional benefits and rewards including annual bonuses and sales incentives based on revenue or utilisation. Our compensation philosophy is to ensure equity right across our global workforce.In addition to a competitive base pay, we provide all team members with additional benefits, which reflect our values and ideals. Please note that additional benefits may apply depending on the work location and, for more information on these, you can ask in the later stages of the recruitment process.Fully remote working environment - we've been working remotely since 2004!Personal learning and development budget of 2,000USD per annumAnnual compensation reviewRecognition rewardsAnnual holiday leaveParental LeaveEmployee Assistance ProgrammeOpportunity to travel to new locations to meet colleagues at 'sprints'Priority Pass for travel and travel upgrades for long haul company eventsAbout CanonicalCanonical is a pioneering tech firm that is at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open source projects and the platform for AI, IoT and the cloud, we are changing the world on a daily basis. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence - in order to succeed, we need to be the best at what we do.Canonical has been a remote-first company since its inception in 2004. Work at Canonical is a step into the future, and will challenge you to think differently, work smarter, learn new skills, and raise your game. Canonical provides a unique window into the world of 21st-century digital business.Canonical is an equal opportunity employerWe are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration.",https://fi.linkedin.com/jobs/view/kernel-resilience-engineer-canonical-ubuntu-at-canonical-3685995547,0
Canonical,C++ Graphics and Windowing System Software Engineer - Mir,Entry level,"We build a high-performance, high-efficiency stack for window managers and display subsystems in C++, called Mir. We're growing the team and looking for new colleagues who share our passion for precision, performance and user experience.Our goal is to enable the whole spectrum of graphics from single-purpose screens through edge devices to full desktop environments. We focus on developers who are building window compositing systems or device graphics experience, and aim to give them an amazing developer experience, security, and easy access to today's most used graphics toolkits and libraries.We work on Mir and solutions built on it like Ubuntu Frame, and we also set the pace for graphics enablement across the Ubuntu certified hardware ecosystem. Our daily drill includes design, development and testing of features in those pieces of software as well as responding to issues and user inquiries. Most of the software is written in C++, with support tooling in scripting languages. We're also considering Rust or Carbon as evolutionary steps forward.This is an excellent opportunity for someone who wants to have a meaningful impact on modern display technologies that will impact millions of developers. Canonical offers a fast-paced team environment and a career full of learning and development opportunities across the open source spectrum.What you will doDesign and implement features across the Mir stackAssist in debugging, tracking down and fixing issuesImprove tests and performance benchmarks to catch issues earlyCreate documentation to enhance the developer experienceEngage with the open source community and commercial partnersCollaborate proactively with a distributed teamRequired Skills And ExperienceYou have excellent, modern C++ programming tasteYou have a rigorous approach to software design, development and testingYou have a solid understanding of asynchronous programming and concurrency patternsYou have strong written and verbal communication skills to document and present software developedYou are productive collaborating remotely and are highly motivated and organizedYou are familiar with Linux as a development and deployment platformYou have proven ability to consistently deliver robust code to productionBachelor's or equivalent in Computer Science, STEM or similar degreeDesirable Skills And ExperienceExperience with the Wayland protocol ecosystem and compositorsFamiliarity with a range of Linux Desktop EnvironmentsFamiliarity with OpenGL, Vulkan, and other graphics and animation frameworksYou have experience developing and deploying on a Ubuntu/Debian systemWhat is Canonical?Canonical is a growing international software company that works with the open-source community to deliver Ubuntu, ""the world's best free software platform"". Our services help businesses worldwide to reduce costs, improve efficiency and enhance security with Ubuntu.We are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration.",https://fi.linkedin.com/jobs/view/c%2B%2B-graphics-and-windowing-system-software-engineer-mir-at-canonical-3683894993,0
Prog-It,Microsoft Infrastructure Services specialist,Entry level,"Join our team as a Microsoft Infrastructure Services specialist and play a pivotal role in maintaining, configuring, and operating our clients systems. In this position, you'll be responsible for ensuring the systems' uptime, performance, resource availability, and security.As a Microsoft Hybrid services specialist at Prog-It, you will guide and support our customers and colleagues in maximizing the benefits of using Microsoft's Azure and On-prem infrastructure services. You will design setups, linking resources through Azure services and on-premises servers like Active Directory, Windows server and Microsoft SQL databases. Other tasks include securing systems, monitoring performance, troubleshooting, resolving issues, and maintaining documentation.If that sounds interesting and you're passionate about technology and eager to make a difference, we'd love to hear from you.Apply now and become a part of our dynamic team!Your daily work includes:Participating in various customer projects, from implementing cloud foundations and platforms to transforming workloads into cloud native application.Implement new server and storage systems according to documented plans and change control processes.Pre-sales activity including assisting with writing customer proposals. Deep-diving into our customers' challenges by giving workshops and design recommendations to technical teams and stakeholders.Administer server and storage systems to ensure their continued operations through proactive review of application logs and system consoles.Research warnings, errors and reported issues to determine the root cause; prepare action plans; and document, test and implement solutions.Respond to situation tickets in the assigned support queue in a timely and appropriate manner.Contribute to an atmosphere of knowledge-sharing.Requirements:Bachelor's Degree in computer science, information systems, or business administration; or equivalent combination of education and relevant experience.To be a relevant applicant, you should have:Over three years of experience in Azure or Microsoft on-prem server and services management in production environments.Working experience of Microsoft Azure services, including virtual machines, networking, storage, identity, and access management. As well as Proficiency in Windows Server operating systems (2016 and 2019).Familiarity with Active Directory, Group Policy, and core Windows Server services.Basic understanding of hybrid cloud solutions and architecture.Ability to create, configure, and manage Azure virtual machines, storage accounts, and virtual networks.Proficiency in configuring, maintaining, and troubleshooting on-premises Windows Server setups in virtual environments.Familiarity with Windows Server roles and features like DNS, DHCP, and file services.Experience with monitoring tools in on-premises and cloud environments.Skill in identifying and troubleshooting common server performance, connectivity, and service issues.Understanding of networking concepts: IP addressing, subnets, routing, and firewall rules. Ability to configure and troubleshoot network connectivity. Any certification relevant to Azure or On-prem server administration, for example AZ-104 is of merit.To succeed at Prog-It, you are:Driven and engaged - You can have direct dialogue with our customers and guide them through the technical landscape on your own.Solution-oriented and understands system architecture at a high level.Communicative and possesses good teamwork skills.Furthermore, a driver's license is required.You should be able to express yourself fluently in speech and write professional texts in both English and Finnish.Our offer:A pleasant work environment with an office conveniently located with good transportation options in Vantaa.Varied and versatile work.Pleasant and interesting clients.You get to work with and in international teams.Competitive salary, collective agreement, and bonus system.",https://fi.linkedin.com/jobs/view/microsoft-infrastructure-services-specialist-at-prog-it-3708097653,1
Nigel Frank International,Power Platform Expert,Entry level,"Working with a large, family-owned consultancy that are excelling in growth and revenue.Skills & Qualifications: Azure, AWS, Snowflake, SQL, Python, MS Stack Fluency in Finnish - reading and writing Power Platform, Power Apps, Power BI, Power AutomateBenefits: Paid certifications Training and development Bonus Remote working Health-care Insurance VouchersIf this sounds like it could be for you, get in touch!Jack Allen (he/him)Recruitment ConsultantPhone: +358 94 245 2358 (ext. 2358)Email: j.allen@nigelfrank.comWebsite: www.nigelfrank.com",https://fi.linkedin.com/jobs/view/power-platform-expert-at-nigel-frank-international-3728582557,0
Not Bad Security,Microsoft 365-alustapalveluiden tietoturva-asiantuntija,"Employment type
        

          Full-time","Not Bad Security Oy on alkuvuodesta 2022 perustettu Microsoft-tietoturvaan keskittyvä asiantuntijayritys. Vaikka yritys ottaakin vasta ensimmäisiä askeleitaan, olemme jo melko kokeneita alan konkareita. Toimimme haastavissa projekti- ja neuvonantorooleissa, tavoitteenamme rakentaa maailman turvallisimmat pilvi- ja hybridiratkaisut asiakkaillemme. Yrityksemme on työntekijöidensä omistama.Haluamme sinut, Microsoft 365-alustapalveluiden tietoturva-asiantuntija!Aikuisten oikeasti haluamme palkata seuraavan multi-talentin meille töihin. Täysipäiväinen työsuhde, 100% remote, ja fokuksessa supervahvasti Microsoft 365:n tietoturva ja sen liitännäiset alustapalvelut (Entra ID, Microsoft 365 Defender-jutut).Toimimme asiakkaidemme kanssa tiiviissä rajapinnassa projekteissa ja hankkeissa. Reagoimme myös mm. tietomurtoihin äkkipikaa, joskaan tällä hetkellä emme tarjoa esimerkiksi ympärivuorokautista päivystyspalvelua.Ihan absoluuttisesti tärkeimmät asiat ensinTyötä voi tehdä mistä vain. Meillä ei ole omaa toimistoa, joskin tarvittaessa työpöytää, rauhaa ja kahvia löydämme sisaryrityksemme toimistolta Helsingin keskustasta. On siellä joitain hahmoja paikallakin, jos haluaa chattailla sen watercoolerin äärellä. Työajat kuten itse parhaaksi näet – joskin asiakkaat tuppaavat arvostamaan, kun suunnilleen klo 09-15 välillä olisi elävien kirjoissa ja työntäisi bittiä pilveen. Suurin osa asiakkaistamme arvostaa, että kykenemme työskentelemään sekä suomeksi että englanniksi. Yritettiin ruotsiksi men det gick inte så bra.Työnkuva on moninainen, kuten pienissä yrityksissä aina. Seuraavassa ""must hävit"" – karkeasti tällaisten asioiden kanssa teemme töitä asiakkaiden kanssa:Ydinteknologiat ovat Microsoft 365:n alustapalvelut. Isommassa kontekstissa alustapalvelut: tunnistautuminen, Defender for Cloud Appsin ja Microsoft 365 Defenderin viilaaminen, kokonaisvaltainen tenantin haltuunotto, Exchange Onlinen tietoturvallistaminen, Entra ID:n kyvykkyyksien huomiointi, troubleshoottaus ja debuggaus, jne. Yksin ei tarvitse selviytyä, teamwork makes the dream work!Aivan absoluuttisesti kovassa ytimessä myös päätelaitehallinta: Intune, Microsoft Secure Score, Vulnerability-judanssit, KQL-kyselyt syvään päähän, uusien preview-featureiden koeponnistaminen ja labrailu. Myös hybridiarkkitehtuurit (ei ADFS-deploymentteja enää herran vuonna 2023) tulee vastaan joka viikko. Mukana menossa myös Entra ID, Defender for Cloud, Microsoft Sentinel, PAW, PKI, Entra ID Legacy Controller (kuten ammattikielellä tupataan sanoa).Suoritamme itsekin sertifiointitestejä, kun ne fiksuilta näyttävät ja tuntuvat. MS-102/MD-102/SC-100/SC-200/SC-300/SC-400 ovat peruskauraa, mutta eivät toki mikään itseisarvo. Kiva, jos niitä jaksaa joskus tehdä.Työ on paljon itsenäistä asiantuntijuuden toimittamista, mutta myös tiimityötä – sekä omien työkavereiden kanssa, että asiakkaan asiantuntijaorganisaation kanssa. Pystyt tarvittaessa liidaamaan yksin tiimejä ja asiantuntijoita hankkeissa. Aika monta juttua hoidellaan Teamsin kautta, toisaalta käydään myös asiakkailla paikan päällä. Myös vis-a-vis, old school-puhelimella ja sähköpostilla.Olet löytänyt sisäisen projektipäällikkösi, ja sinulla pysyy hanskassa omat - ja joskus vähän muidenkin - aikataulut, ja luvatut asiat.Sitten, hei, sellainen juttu myös - me teemme työmääräarvioita. Annamme estimaatteja, pohdimme toteutustapoja ja sparraamme asiakkaiden kanssa yhtenään. Kysymyksiä projekteissa, jotka eivät ole nevahööd tässä roolissa:""Pitäisi provisioida Entra ID:hen tunnareita HR-järjestelmästä, ja säätää niihin sopivat M365-lisenssit automaattisesti - minkälainen ratkaisu, ja millainen työmäärä?""""Miten hei, jos otetaan Microsoft 365 Copilot käyttöön, onko privacyn osalta jotain mitä voidaan huomioida? Miten voidaan valvoa mitä dataa LLM-mallin indeksiin menee?""""Onko keinoa säätää kaikkiin työasemiin lokaali-adminin passut keskitetysti? Ja jatkossa kaikki Administrators-ryhmän tunnarien passut kans? Ja raportti näistä joka kuukausi Teams-viestinä.""Eikä näihin tietysti vastauksia kylmiltään tarvitse löytyä, mutta omistajuuden otto, ja ratkaisun pohdinta ja toteutuksen liidaaminen maaliin on tässäkin supervoima.Palkka ja bonukset 💰Maksamme mielellämme palkkaa hyvästä työstä. Otamme mielellämme palkkatoiveita ja pyyntöjä vastaan. Olemme sisäisesti tästä roolista pohtineet asialliseksi korvaukseksi jotain väliltä 4500-6 500 eur/kk. Riippuu paljon kokemuksesta, yrittäjähenkisyydestä, ja kyvyistä esimerkiksi draivata projekteja maaliin onnistuneesti.Ideaalisti pyrkisimme jonkinlaiseen onnistumismalliin – kun projekti menee erityisen hyvin, mielellämme bonustelemme siitä suoraan tekijälle mannaa. Täydet lomat tottakai, ei kai kukaan niitä enää halua nollata.Edut ja työvälineetKaikki fiksut työvälineet mitä tarvitset. Työterveys. Ei turhaa niuhottamista tai mikromanageerausta. Itsenäiden ote, mutta osana tiivistä tiimiä. Asiallista menoa, reipasta läppää, eikä töitä tehdä iltaisin tai viikonloppuisin – ellei nyt jostain syystä oma flow-tila ole silloin optimaalinen. Ilmaiset Microsoft-sertifioinnit ja koulutukset. Mahdollisuus vaikuttaa suoraan yrityksen tulokseen, kehitykseen ja kehittymissuuntaan. 100% etätyö, tai jotain 0-100% väliltä. Miten elämäntilanteeseen sopii. Kvartaaleittain gettogethereita, johon tuut jos sulla on aikaa. Lounasetu (Edenred).Työvälineet: Premium-läppäri - 75% meidän läppäreistä on MacBookeja M2-prossulla, mutta Windows täysin OK myös. Erityisen hyvä puhelin ja ripeä 5G. Iso näyttö ja hyvä näppis. Docking-station. Hyvä headsetti.Tule tekemään töitä kanssamme!LinkedIn-profiili kertoo jo paljon, ja se olisi kiva vilkaista. Kerro meille toiveistasi, urasuunnitelmista, tahtotilastasi, ja mikä on sun supervoima.”En enää ikinä halua avata Yammeria” on jo voimakkaasti sanottu, ja se on ihan ok. Olemme valmiit etenemään rauhassa, ripeästi tai jotain siltä väliltä.Meillä on töissä yksi Microsoft MVP, aika monella on MCT, ja liuta muita Microsoft-tutkintoja - kaikilla vähintään 15 vuotta diippiä osaamista. Tule oppimaan, ja jakamaan osaamistasi myös meille!JutellaanPistä sähköpostia hello@notbadsecurity.com tai laita Linkedinissä viesti @Jussi Roine.""It's better to be a pirate than join the navy."" –Steve Jobs",https://fi.linkedin.com/jobs/view/microsoft-365-alustapalveluiden-tietoturva-asiantuntija-at-not-bad-security-3725445227,0
